Á¦¸ñ,È¸Â÷,ÀÛ°¡,º°Á¡,µî·ÏÀÏ,´ñ±Û,ÁÁ¾Æ¿ä,½È¾î¿ä,³¯Â¥,ÃÑ ´ñ±Û¼ö
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,¾à°£ µµÀü¸¸È­³ª º£µµ Âë¿¡ ÀÖÀ» °Í °°Àº À¥Å÷ º» ´À³¦,3,1,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,?,1,0,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,±×¸²Ã¼´Â ¿¹»ÚÁö¸¸ ½ºÅä¸® ÁøÇàÀÌ Á» ¾Æ½¬¿ö¿ä ..±×·¡µµ ¾ÆÁ÷ 4È­±îÁö ¹Û¿¡ ¾È¿ÔÀ¸´Ï ¾ÕÀ¸·Î ´õ ¸¹Àº ¹ßÀü ±â´ëÇÒ°Ô¿ä! È­ÀÌÆÃ,2,3,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,¹Ø¿¡ °¥¼ö·Ï ´ñ¿¡ ½È¾î¿ä 1°³¾¿ ÀÖ´Â°Å ÀÛ°¡¾Æ³à??¤»¤»,3,4,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,±à±î»çÅÁ½Î¿ò¸»¸®´Â¾Ö°¡¸¶Ä«È«»ç¼­È­ÇØÇÏ¶ó°íÁÖ°íÄ©¼Ö¸®Àú±âÀÖ´Â°Å¾Ë¾Æ¼­Ä©¼Ú¿¡¸ÕÁþÇÑ°Å¾Æ´Ò±î¿ä??,1,1,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,µµÀü¸¸È­´À³¦ÀÌÁ» ³­´Ù,8,0,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,¾Æ ½¯µå Ä¡´ø ´ñ±Û ´Ù ÁöŸm³ß..,6,0,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,¹è°æÀÌ ±×¸®³Ä ¹º ¹è°æÀÌ Àß±×·Á ¹è°æÀ» Àß±×¸°´Ù°í ÇØ¾ß ¸ÂÁö..¤»¤» Á¶³½ ¿ô°Ü ¿©ÅÂ ½¯µå Ä¡´Ù°¡ ±Þ ÅÂ¼¼º¯È¯...¤Ð¤Ð,5,0,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,¹¹ ÀÌµý °³³ª¼Ò³ª°¡ ¸¶,4,0,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,¸¶Áö¸· ¶á±ÝÆ÷´Ù.. ¶ó°í »ý°¢ÇÏ°í ÀÖ¾ú´Âµ¥ ³ª¸¸ ±×·±°Ô ¾Æ´Ï¿³±º ¤¼¤»¤»¤» Çö¿ì ±×·¸°Ô ÇÇÇÏ´õ´Ï °©ºÐ¤»¤»¤»¤»,4,0,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,ÃÊµùµéµµ ¾È ÁÁ¾ÆÇÒµí,4,3,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,ÀÛ°¡´Ô¾Æ ÀÎ¹°µé ¾ó±¼ ¸ø»ý±è ¹è°æÀÌ ´õ Àß±×¸°µí ¼öÁ¤ÇÏ½Ã´Â°Ô?,3,3,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,³ªµµ ÀÌÁ¦Æ÷±âÇÏ°í  ÀÛ°¡ÇÑÅ× ÆÑÆø ³¯¸°´Ù ¤»¤»,3,2,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,ÀÛ°¡´Ô ¿ë¾î´Â ¾Æ½Ã°í ¾²½Ã´Â °Ç°¡¤»¤»¤»»çÅÁ ´øÁø ³âÇÑÅ× º¸¶ó Ä£±¸°¡ '»ç°úÇØ'ÇÏ´Ï±î¿Ö °Å±â¼­ ³¥³¢ºüºü°¡ ³ª¿È¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»¤»,6,1,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,±×¸²Ã¼´Â °³ÀÎÃëÇâÀÌ°í¤»¤»¤»,4,3,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,ÀÌÁ¦ ¼øÁ¤¸¸È­ ¿Ã¸± ½Ã±â´Â Áö³ªÁö ¾Ê¾Ò³Ä? ÀüÇüÀûÀÎ ¼øÁ¤¸¸È­ÀÝ¾Æ ¿Ïº®ÇÑ ³²ÁÖ¿Í ¾îµò°¡ ºÎÁ·ÇÑ ¿©ÁÖ ±×¸®°í ÇÁ·ÎºÒÆí·¯ ¾Ç³à¤»¤»¤»¤»¤» ¾Æ ±×·¡µµ ¼øÁ¤¸¸È­ ÀÛ°¡°¡ ÀÌ »ç¶÷º¸´Ü Àß±×¸²,5,2,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,»çÅÁ³à ±¤´ë °©ÀÚ±â ºÎ°¢µÈµí,7,0,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,ÀÏ´Ü ½ºÅä¸®´Â¾ø°í Àç¹Ì´Â ÀÖ´ÂµíÇÏ´Ù°¡ ¾ø³ª ? ±×¸²Àº ±¦Ãá.µæÃá.,2,4,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,±×¸²Ã¼´Â ¹¹ »ó°ü¾ø´Ù ÇÏÁö¸¸ ³»¿ëÀÌ Âü..¤»¤»¤»¤» Áß°£Áß°£ ºüÁøºÎºÐÀÌ ³Ê¹« ¸¹Àº°Í°°Àºµ¥¿ä..,9,0,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,¤»¤»¤»¤»¤»¸ø±×¸®´Â°Çµ¥? ¶×¶×ÇÑ »ç¶÷ ¾È±×·Áº» °Å ´Ù Æ¼³ª¤Ì¤Ì ÀÎÃ¼µµ ¾È¸Â°í ¹¹°¡ Àß±×¸®´Â°Å¾ß Àú°Ô?,10,3,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,¸ø±×¸®Áø¾Ê´Â´Ù°í?  ¤»¤»¤»Å©Èì,8,2,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,"ÈÎ¾À ±×¸² Àß±×¸®°í Àç´É ÀÖ´Â ÀÛ°¡µé ¸¹Àºµ¥ ÀÌ·± »ç¶÷À» µ¥·Á¿Í¼­ À¥Å÷ »çÀÌÆ®ÀÇ ÁúÀ» ³·Ãß°í ½Í³ª? ³×ÀÌ¹ö ºÐ¹ßÇØ,,",11,3,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,ÀÌ¸¸È­ ½¯µåÄ¡´Â³ðµé ´Ïµé ¸é»ó ÇöÀç ¿©ÁÖ¾ó±¼ ´à¾Ò´Ù,1,7,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,±×³É ¸ø±×¸®´Â°ÅÀÝ¾Æ ÀÌ°Ç¤»¤» ÀÛ°¡°¡ ¾Æ´Ï¶ó ¾Æ¸¶Ãß¾î°¡ ½É½ÉÇ®ÀÌ·Î ²ôÀû¿© ³õÀº °Í °°À½ ³»¿ëµµ ¾ø°í ±×¸²µµ ¸ø±×¸®°í.. µü ÃÊµîÇÐ»ýÀÌ ÁÁ¾ÆÇÒ ¸¸ÇÑ ¼öÁØ ÁøÂ¥ ÀÎ¼Òµµ ¾Æ´Ï°í ¹º,7,2,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,ÀÛ°¡´Ô ¹«Á¶°Ç °¨½Î¸é ¹ßÀü ¾ø½À´Ï´ÙÀÛ°¡´Ô²²¼­ ´ñ±Û ÇÇµå¹éÀ» º¸°í ¹Ý¿µ½ÃÄÑ¾ßÁÒ.±×¸²Ã¼ °³¼±ÀÌ¶ó´ø°¡ ½ºÅä¸® ÀÛ°¡¸¦ µû·Î ¸ð½Å´Ù´ø°¡.ÇÇµå¹éÀ» ¿åÀ¸·Î ¹Þ¾ÆµéÀÌ´Â ºÐÀÌ °è½Ã´Âµ¥ ±¸º° ÇÏ°í »ç½Ã±æ.,6,2,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,¤·º¼ÀÏ¾øÀ½ ¿åÀÌ¶û ºñÆÇÀº ±¸ºÐÇÏ½Ã±æ^^,4,1,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,ÀÛ°¡°¡ ÀÌ·±¹ÝÀÀÀ»¾Ë¾Æ¾ß ¹¹°¡ ºÎÁ·ÇÑÁö±ú´Þ¾Æ¾ß ´õÁÁÀºÀÛÇ°ÀÌ³ª¿ÀÁö ´ë±â¾÷ À¥Å÷»çÀÌÆ®ÀÎµ¥ ÀÌ Ä÷¸®Æ¼·Î ³ª¿À¸é ´Ù¸¥ ÀÛ°¡Áö¸Á»ýµéÀº ¹¹°¡µÇ°Ú³Ä,8,2,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,ÇÏÂ÷,5,0,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,ƒEÃ¼°¡ Á¡Á¡ ÀÌ»óÇØÁ®....½ºÅä¸®µµ Á» ÀÌ»óÇÏ°Ô Èê·¯Áö°í...,5,2,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,´Ï°¡ ÀÛ°¡Áö¸Á»ýÀÌ¾úÀ¸¸é Àý´ë±×·±¸»¾ÈÇÏÁö,5,1,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,??ÀÌ°Ç º£µµ¿¡¼­µµ ¸øº¼°Å °°À½..,7,2,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,³×ÀÌ¹ö°¡ ¼öÁØÀÌ ¸¹ÀÌ ¶³¾îÁ³´Ù... ¸íÀÛµéÀÌ °¡µæÇÏ°í Àç¹Õ¾ú´ø ³×ÀÌ¹ö´Â ¾îµð·Î °¬³Ä... ÃÖ»óÀ§±Ç ÇÃ·§Æû ¼öÁØÀÌ ÀÌ°Í ¹Û¿¡ ¾È µÇ³Ä?,5,3,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,¼ÖÁ÷È÷ ÀÛ°¡´Ô ÀÌ À¥Å÷¤Ñ¤ÑÀü°³°¡ ¾îµð·Î Èê·¯°¡´Â °ÇÁö ¸ð¸£°Ú¾î¿ä¤»¤»¤»±×¸²Ã¼µµ »ç¶÷º¸´Ù Â÷¶ó¸® ¿ä¸® À¥Å÷À» ÇÏ½ÃÁö¤»¤»»çÅÁÀÌ³ª ¸¶Ä«·ÕÀº Àß ±×¸®¸é¼­ ÀÎÃ¼´Â ÁøÂ¥ÃÊµîÇÐ»ý ±ÞÀÌ¶ó°í ÇØ¾ß ÇÒ±î³ª?Ã¹ È­´Â º¸±â ÁÁ¾Ñ´Âµ¥ ±× ´ÙÀ½ºÎÅÍ Á»...º¸±â ½È¾îÁö³×¿ä,7,3,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,¿Ö³­ Àç¹Ô±â¸¸ ÇÑ´ó ¤Ð¤Ð,1,9,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,¿¬¾Ö°¡ °íÇÂ Áß°í»ýÀÌ ¾î¼³ÇÁ°Ô ¾´ ÆÒÇÈ ½ºÅä¸® °°³×¿ä,5,2,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,¹«½¼ ¸ÅÈ­¸¶´Ù µµ¸ÁÄ¡´Â °Í¸¸ ³ª¿Í °³¿¬¼º 1µµ ¾ø°í ¤»¤» ¹º ÀÌÀ¯°¡ ÀÖ¾î¼­ Çì¾îÁø°ÇÁö ±×·± °Ç ÃÊ¹Ý¿¡³ª¿ÍÁà¾ßÇÏ´Â°Å ¾Æ´Ñ°¡¿ä? ¹º ÀÌÀ¯µµ¾øÀÌ Çì¾îÁ³´Ù°í¸¸ ³ª¿À°í °è¼Ó µµ¸Á¸¸ Ä§;; µ¶ÀÚµéÀº ¾î¶»°Ô ÀÌÇØÇÏ¶ó´Â°ÅÀÓ?,6,2,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,±×³É 1È­ Ã¹ÄÆ¸¸ºÁµµ ¼ºÀÇ°¡º¸ÀÓ,6,2,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,¿ì¸®°¡µ¶ÀÜµ¥ ¹º ¿ì¸®ÀÏÀÌ¾Æ´Ï¾ß¤»¤»¤»,5,3,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,¿©·¯ºØ ÀÛ°¡´Ô²²¼­ ¸¶Ä«·ÕÀÌ ¸Ô°í ½ÍÀ¸¼Å¼­ ¸¶Ä«·Õ¿¡ È¥½ÅÀ» ´ã¾Ò´Âµ¥ ½Ã°£ÀÌ ¾øÀ¸¼Ë³ªº¾´Ï´Ù ±×¸²°¡Áö°í ¹¹¶óÇÏÁö¸¶¼¼À¯!!,1,7,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,±×¸²Ä÷ÀÌ°í ³ª¹ßÀÌ°í ±×³É ½ºÅä¸® °³¿¬¼ºÀÌ ³Ê¹« ¾ø´Âµ¥ ³×ÀÌ¹ö¿¡ ¾î¶»°Ô »ÌÀÎ°ÅÁÒ..? ½Å±âÇÏ³×,5,3,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,±×¸²Ä÷ÀÌ°í ³ª¹ßÀÌ°í ±×³É ½ºÅä¸® °³¿¬¼ºÀÌ ³Ê¹« ¾ø´Âµ¥ ³×ÀÌ¹ö¿¡ ¾î¶»°Ô »ÌÀÎ°ÅÁÒ..? ½Å±âÇÏ³×,3,2,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,½ÈÀ¸¸é º¸Áú¸¶¼¼¿ä ´Ôµé¤»¤»¤» Áö³×ÀÏ¾Æ´Ï¶ó°í ¸·¸»¿ÀÁö°ÔÇÏ³×,3,8,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,±×¸²Ä÷ÀÌ°í ³ª¹ßÀÌ°í ±×³É ½ºÅä¸® °³¿¬¼ºÀÌ ³Ê¹« ¾ø´Âµ¥ ³×ÀÌ¹ö¿¡ ¾î¶»°Ô »ÌÀÎ°ÅÁÒ..? ½Å±âÇÏ³×,3,2,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,ÀÔ½Ã¹Ì¼ú ÇÏ´Â Ä£±¸°¡ ÀÖ´Âµ¥±× Ä£±¸°¡ ´õ Àß±×¸®´Â °Í °°³×¿ä,6,2,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,ÁøÂ¥ ±×¸²´õÀß±×¸®´Â¾Öµé ¼öµÎ·èÇÑµ¥ ¿Ö ÀÌ·±ÀÛ°¡µé µ¥·Á¿À´Â°ÅÁö? ¤©¤· ³«ÇÏ»ê¾Æ´Ñ°¡,5,2,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,¿ä¾à: »çÅÁ½Î¿ò »çÅÁ»ç°ú Çö¿ì,3,0,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,¿ì¾Æ..¸¶Ä«·Õ ¸ÀÀÖ°Ôµû...º¸¶ó¾ß ±×°Å ¾È¸ÔÀ»²¨¸é ³ª ÁÖ¸é ¾Èµ­?><,0,8,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,³­ Àç¹Õ´Âµ¥ ÀÛ°¡´Ô È­ÀÌÆÃ!,1,3,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,¿À.. ³»°¡ °íµù¶§ ¾´ ÆÒÇÈ°°Àºµ¥..,5,2,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,±×³É °¡º±°Ô Ã¬°Üº¸°í ÀÖ´Âµ¥... ´ñ±Û ¿ÖÀÌ·³? ¿Ö ±¦Âú°Ô º¸´Â »ç¶÷µé±îÁö ÈÄ·ÁÄ§? ±³À°À» ¸ø¹Þ¾Ò´À´Ï ¹¹´Ï ¤»¤»¤» ±×·± ¸» ½±°Ô ÇÏ´Â ´ÔµéÀÌ ´õ ¸ø¹è¿îµí... ±×·¸°Ô º¸±â Èûµé¸é º¸Áú ¸»Áö ¿Ö ±×³É º¸´Â »ç¶÷µé±îÁö ÆÐ°í ³­¸®ÀÓ ¤Ì ,3,5,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,±×³É Á¢À¸¼¼¿ä ¤»¤» ÀÛ°¡ ÇÏ½Ã·Á¸é Á» ¸¹Àº ³ë·ÂÀÌ ÇÊ¿äÇÏ°Ú³×¿ä ,9,4,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,"³»¿ëÀÌ ³Ê¹« µÚ¼¯¿´¾î¿ä¤Ì ½ºÅä¸®µµ »ê¸¸ÇÏ±¸¿ä..ÀÛ°¡´Ô, Èû³»¼¼¿ä! ´ÙÀ½Æí ±â´ëÇÒ°Ô¿ä¢½",3,2,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,Çö¿ì Á» ¸ÚÀÖ´Ù,0,2,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,¿À´Ã È­ ¿ä¾à: ¸¶Ä«·Õ ¸ÀÀÖ°Ú´Ù Çö¿ì Àß»ý°å´Ù,3,1,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,¿Ö ²À ÀÚ±âÀÇ »ý°¢À» Ç¥ÇöÇÏ´ÂÁö..±×»ç¶÷µéÀº ¸Ó¸®°¡ ÀÌ»óÇÑ°Ç°¡? ¾Æ´Ô ÇÐ±³¿¡¼­ ¹»¹è¿î°Åþ¤»?,0,1,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,±×¸²Ã¼´Â »ó°ü¾ø¾î ½ºÅä¸®¸¸ ÁÁÀ¸¸é ¸íÀÛÃë±ÞÇÏ´Â ÀÛÇ° ¸¹ÀÝ¾Æ  ±Ùµ¥ ÀÌ°Ç Á» º°·Î¾ß,1,3,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,ÀÌ ¸¸È­¸¦ º¸°íµµ ½ºÅä¸®°¡ »·ÇÏ°Å³ª »ê¸¸ÇÏ´Ù´Â »ý°¢À» ¸øÇÏ°í Àç¹Õ´Ù°í ÇÏ´Â »ç¶÷µéÀº ÇÐ±³¿¡¼­ ¹» ¹è¿ü³Ä?,10,5,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,´ä´ä,1,2,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,"±×³É Ã³À½¿£ ±×¸²Ã¼ ÀÌ»µ¼­ ºÃ´Âµ¥?? ±×¸¸µÑ¶ø´Ï´Ù;;Àç¹Ìµµ ¾ø°í,, ½ºÅä¸® ÀÌ»óÇÏ°í Á¤½Å¾ø°í »ê¸¸ÇÏ°íÀ¥Å÷ ÆäÀÌÁö¿¡?? ÀÖÀ»¸¸ÇÑ°Ô ¾Æ´Ñ°Å°°À½,,´çÀå ¿¬ÁßÇÏ°í ³»·Á°¡´Â°Ô ¸Â´Ù°íº½",7,3,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,¿ÍÁøÂ¥ ½ÉÇÏ´Ù ÀÌ°Å...,2,3,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,º¼¸¸ÇÑµ¥,3,5,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,ÀÌ°Å º¸°í Àç¹Õ´Ù°í ÇÏ´Â »ç¶÷µé º´¿ø¿¡ °¡¼­ °Ë»ç Á» ÇØºÁ¶ó,4,5,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,¶×¶¯ÀÌ¿©ÁÖ¿¡ ºÐ³ëÇÏ´Â ¸Þ°¥µÅÁöµéÀÇ ¸ð½ÀÀÌ´Ù.,1,10,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,ÀÛ°¡´Ô »óÃ³¹Þ¾Æ¿ä ±×¸¸ÇÏ¼¼¿ä,12,8,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,ÀÌ¹ø¿¡ ½Ã°£ÀÌ ¸¹ÀÌ ¾øÀ¸¼Ì³ª ºÁ¿ä,4,7,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,°³¿¬¼ºµµ ¹®Á¦°í µîÀåÀÎ¹°µéÀÌ ¹«½¼ »ý°¢À» ÇÏ´ÂÁö ¹«½¼ Çàµ¿¿ø¸®·Î ¿òÁ÷ÀÌ´ÂÁö ÀüÇô ¸ð¸£°Ú´Ù.,12,4,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,"°ú°Å  Çì¾îÁö´Â ÀÌÀ¯°¡  ´Ü¼ø ½È¾îÁ®¼­, Æ¯º°È÷ Çì¾îÁø ÀÌÀ¯°¡ ¾ø´Ù¸é ÇÇÇØ´Ù´Ï°Å³ª ¼ûÀ»ÇÊ¿äµµ ¾ø°í »ìÂð°Í  ¶§¹®¿¡  ±×·±°Å¶ó¸é ±×°Ç Ã¬ÇÇÇØµµ º»ÀÎÀÓÀ» ¹àÇôµµ µÉÀÏ ¾îÂ¶°Å³ª »ç±Í°íÀÖ´Â µ¿¾È¿¡´Â ¾Ö¶æÇßÀ»ÅÙµ¥ º¸´Ï±î ¹àÇû¾îµµ Çö¿ì Çàµ¿ º¸´Ï±î ±×·±°Å ½Å°æ ¾È¾²´Â°Å °°Àºµ¥ º¸¶ó È¥ÀÚ¼­ ³Ê¹« °ú¹Î¹ÝÀÀÇÏ°í ÀÖ´Âµí ÇØ¿ä ..",5,4,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,³×ÀÌ¹ö ´ñ±Û ¼öÁØº¸¼Ò,3,8,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,º£µµ¿¡ ÀÖ¾î¾ßµÉ°Í°°Àºµ­¤»¤»,7,3,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,ÀÌ°Å¹º°¡Ã¹È­ºÎÅÍ À¥Å÷ÀÌ Áß°£ºÎºÐÀÌ ¹¶ÅÖÀÌ·Î ºüÁ®¹ö¸°°Å°°Àº ´À³¦ÀÎµ¥ ¹¹Áö,6,2,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,Çö¿ì ºÒ½ÖÇØ..¤Ð¤Ð,0,0,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,º¸Åë Á¡Á¡ ´õ ³ª¾ÆÁö±â ¸¶·ÃÀÎµ¥ ÀÌ°Ç Á¡Á¡ ´õ ³ªºüÁ®°¡³×. ¿©±â±îÁö º¸°í ÇÏÂ÷ÇÕ´Ï´Ù ÀÛ°¡´Ô ±×¸²Àº µÑÂ°Ä¡°í ½ºÅä¸® Àü°³¶û °³¿¬¼º Á» ¾î¶»°Ô ÇØºÁ¿ä,7,3,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,³Ê¹«Àç¹Õ¾î¿ë :D ´ã°Íµµ ±â´ëÇÒ°Ô¿ë?^¡ä^?,3,4,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,"¾Æ´Ï ÁÁÀº½ºÅä¸® À¥Å÷ ¸¹Àºµ¥, ¿ÖÀÌ·± ¿¬¾ÖÃ»Ãá ½ºÅä¸®µµ ¾ø°í °³¿¬¼ºµµ ¾ø´Â ÀÌ·±°É ±»ÀÌ ³×ÀÌ¹ö´Â..",9,2,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,¾ÆÁ÷ 4È­¹Û¿¡ ¾ÈµÆ°í Á¶±Ý ¸ðÀÚ¶õºÎºÐ ÀÖÀ»¼öµµ ÀÖ´Â°ÅÁö ³Ê¹« ¼²ºÎ¸¥ ÆÇ´Ü ¾Æ´Ï¿¡¿ä??ÀÛ°¡´Ô »óÃ³¹ÞÀ¸½Ã°Ú³×,7,10,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,±Ùµ¥ ¿ïµ¿»ýÀÌ¶û Çö¿ì ÀÌ¸§ ¶È°°³×;;,0,1,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,½ºÅä¸® ÀÌ»óÇØ¼­ °ú¸ôÀÔÇß´Ù°¡ °¡¶ó¾ÉÀº ÀÌÀ¯¸¦ ¸ð¸£°Ú³× ³»¿ë ¹¹Áö ÁøÂ¥ ±×¸²Àº µÑÂ°Ä¡´õ¶óµµ ½ºÅä¸®°¡ ³Ê¹« ÀÌ»óÇÑµ¥ ÀÌ°Ô Á¤½Ä¿¬Àç¶ó°í?,3,0,20181125,2634
8¿ùÀÇ ´«º¸¶ó,4È­,±è¸®¾Æ,7.47,20181124,³»¿ë¿¬°áÀÌ ¾ÈµÅ¿ä ¤Ì¤Ì,2,2,20181125,2634
